DescriptorUI	DescriptorName	TreeNumbers
D018549	Cryptogenic Organizing Pneumonia	C08.127.446.135.140.600.750|C08.381.483.652.500.750.249|C08.381.495.146.135.140.600.750
D018567	Breast Neoplasms, Male	C04.588.180.260|C17.800.090.500.260
D018589	Gastroparesis	C06.405.748.543|C23.888.592.636.263
D018601	King's Evil	C01.150.252.410.040.552.846.617.475.500
D018602	Milk Sickness	C25.723.756.600
D018614	Sweating Sickness	C23.888.119.344.672
D018630	Vitreoretinopathy, Proliferative	C11.768.890
D018633	Pulmonary Atresia	C14.240.850.937|C14.280.484.640|C16.131.240.850.906
D018636	Hypoplastic Left Heart Syndrome	C14.240.400.625|C14.280.400.625|C16.131.240.400.625
D018640	Stomatognathic System Abnormalities	C07.650|C16.131.850
D018658	Ventricular Septal Rupture	C14.280.470.475.900
D018677	Tooth Injuries	C07.793.850|C26.900
D018701	Mononegavirales Infections	C01.925.782.580
D018702	Filoviridae Infections	C01.925.782.580.250
D018746	Systemic Inflammatory Response Syndrome	C23.550.470.790|C23.550.835.900
D018754	Ventricular Dysfunction	C14.280.945
D018761	Multiple Endocrine Neoplasia Type 1	C04.588.322.400.500|C04.651.600.500|C04.700.630.500|C16.320.700.630.500|C19.344.400.500
D018771	Arthralgia	C05.550.091|C23.888.592.612.094|F02.830.816.444.350|G11.561.790.444.350
D018777	Multiple Chemical Sensitivity	C20.543.312.500|C21.223.500
D018778	Hantavirus Infections	C01.925.782.147.420
D018781	Tension-Type Headache	C10.228.140.546.399.875
D018783	Impotence, Vasculogenic	C12.100.500.214.500|C12.100.875.486.500|C12.200.294.214.500
D018784	Abdominal Abscess	C01.830.025.020
D018785	Tricuspid Atresia	C14.240.400.920|C14.280.400.920|C14.280.484.845|C16.131.240.400.920
D018792	Encephalitis, Viral	C01.207.245.340|C01.207.399.750|C01.925.182.525|C10.228.140.430.520.750|C10.228.228.245.340|C10.228.228.399.750|C10.586.250.520.750
D018798	Anemia, Iron-Deficiency	C15.378.050.196.300|C18.452.565.400.500
D018804	Hantavirus Pulmonary Syndrome	C01.925.782.147.420.380|C08.618.846.450
D018805	Sepsis	C01.757|C23.550.470.790.500
D018813	Multiple Endocrine Neoplasia Type 2a	C04.588.322.400.505|C04.651.600.505|C04.700.630.505|C16.320.700.630.505|C19.344.400.505
D018814	Multiple Endocrine Neoplasia Type 2b	C04.588.322.400.510|C04.651.600.510|C04.700.630.510|C16.320.700.630.510|C19.344.400.510
D018827	Carcinoma, Lewis Lung	C04.557.470.200.280|C04.619.230
D018856	Cystitis, Interstitial	C12.050.351.968.829.495.500|C12.200.777.829.495.500|C12.950.829.495.500
D018860	Sneddon Syndrome	C10.228.140.300.750|C14.907.253.774|C17.800.862.775
D018876	Environmental Illness	C20.543.312|C21.223
D018877	Sick Building Syndrome	C20.543.312.750|C21.223.750
D018879	Ventricular Premature Complexes	C14.280.067.325.500|C14.280.123.375.500|C23.550.073.325.800
D018880	Atrial Premature Complexes	C14.280.067.325.250|C14.280.123.375.250|C23.550.073.325.050
D018882	Heat Stress Disorders	C26.522
D018883	Heat Stroke	C26.522.500
D018886	Aphasia, Conduction	C10.597.606.150.500.800.100.111|C23.888.592.604.150.500.800.100.111
D018887	Landau-Kleffner Syndrome	C10.228.140.490.493.500
D018888	Aphasia, Primary Progressive	C10.228.140.380.132|C10.597.606.150.500.800.100.155|C23.888.592.604.150.500.800.100.155|F03.615.400.125
D018901	Peroxisomal Disorders	C16.320.565.663|C18.452.648.663
D018902	Chondrodysplasia Punctata, Rhizomelic	C05.116.099.708.195.200|C16.320.565.663.265|C18.452.648.663.265
D018908	Muscle Weakness	C05.651.515|C10.597.613.593|C23.550.695|C23.888.592.608.593
D018917	Optic Neuropathy, Ischemic	C10.292.700.600|C11.640.643|C14.907.601
D018921	Leukostasis	C15.378.553.560
D018923	Persian Gulf Syndrome	C24.653|C26.946.500|I01.880.735.950.500.951.500.500
D018934	Fournier Gangrene	C01.150.252.377|C12.100.500.229|C12.200.294.229
D018979	Myositis, Inclusion Body	C05.651.594.600|C10.668.491.562.500
D018980	Williams Syndrome	C10.597.606.360.970|C14.280.484.048.750.535.960|C16.131.260.970|C16.320.180.970
D018981	Congenital Disorders of Glycosylation	C16.320.565.202.125|C18.452.648.202.125
D019042	Muscle Neoplasms	C04.588.839.500|C05.651.494
D019043	Vascular Neoplasms	C04.588.839.750|C14.907.936
D019046	Bone Marrow Neoplasms	C04.588.448.200|C15.378.190.250|C15.378.400.200
D019048	Prostatic Intraepithelial Neoplasia	C04.557.470.200.240.500
D019052	Depression, Postpartum	C12.050.703.844.253|F03.600.300.350
D019053	HIV Enteropathy	C01.221.250.875.398|C01.221.812.640.400.480|C01.778.640.400.480|C01.925.782.815.616.400.398|C01.925.813.400.480|C06.405.469.400|C12.100.937.640.400.480|C20.673.480.480
D019066	Facies	C23.550.291.812|E01.370.600.230
D019080	Cafe-au-Lait Spots	C17.800.621.250|C23.888.885.250
D019082	Smith-Lemli-Opitz Syndrome	C16.131.077.860|C16.320.565.398.850|C16.320.565.925.875|C18.452.584.500.937|C18.452.584.563.850|C18.452.648.398.850|C18.452.648.925.875
D019106	Postoperative Hemorrhage	C23.550.414.941|C23.550.767.850
D019115	Fasciitis, Necrotizing	C05.321.550
D019121	Burkholderia Infections	C01.150.252.400.170
D019142	Hemorrhagic Fever, Ebola	C01.925.782.417.415|C01.925.782.580.250.400
D019150	Neuroaxonal Dystrophies	C10.228.140.744
D019189	Iron Metabolism Disorders	C18.452.565
D019190	Iron Overload	C18.452.565.500
D019214	Gingival Overgrowth	C07.465.714.258.428
D019217	Tooth Attrition	C07.793.818.249
D019226	Oral Ulcer	C07.465.672
D019247	HIV Wasting Syndrome	C01.221.250.875.520|C01.221.812.640.400.520|C01.778.640.400.520|C01.925.782.815.616.400.520|C01.925.813.400.520|C12.100.937.640.400.520|C18.452.915.520|C18.654.940.520|C20.673.480.520
D019280	Branchio-Oto-Renal Syndrome	C16.131.077.208|C16.131.260.090|C16.320.180.090
D019282	Wasting Syndrome	C18.452.915|C18.654.940
D019283	Pancreatitis, Acute Necrotizing	C06.689.750.650
D019292	Skull Base Neoplasms	C04.588.149.721.828|C05.116.231.754.829
D019294	Xanthomatosis, Cerebrotendinous	C16.320.565.398.925|C18.452.584.563.925|C18.452.584.750.975|C18.452.648.398.925
D019305	Epilepsy, Rolandic	C10.228.140.490.360.280|C10.228.140.490.493.250
D019310	Pseudolymphoma	C15.604.613
D019315	Retrobulbar Hemorrhage	C11.675.700|C23.550.414.960
D019318	Porcine Reproductive and Respiratory Syndrome	C01.925.782.600.100.700|C22.905.700
D019320	Embolism, Paradoxical	C14.907.355.590.400
D019337	Hematologic Neoplasms	C04.588.448|C15.378.400
D019339	Port-Wine Stain	C16.131.831.675|C17.800.804.675
D019349	Roseolovirus Infections	C01.925.256.466.850
D019350	Astroviridae Infections	C01.925.782.105
D019351	Rubulavirus Infections	C01.925.782.580.600.680
D019446	Endotoxemia	C01.757.100.275|C01.861.375|C23.550.470.790.500.100.275
D019449	Pouchitis	C06.405.205.462.624.500|C06.405.469.326.875.500|C06.405.469.420.520.500
D019457	Chromosome Breakage	C23.550.210.170|G05.200.210.170|G05.365.590.175.175
D019462	Syncope, Vasovagal	C10.177.575.600.800|C10.597.606.358.800.600.500|C23.888.592.604.359.800.600.500
D019465	Craniofacial Abnormalities	C05.660.207|C16.131.621.207
D019512	Pancreatitis, Alcoholic	C06.689.750.660|C25.775.100.087.730
D019522	Vaginal Discharge	C12.050.351.500.894.700|C12.100.250.894.700
D019534	Shoulder Impingement Syndrome	C05.550.840|C26.803.500
D019547	Neck Pain	C23.888.592.612.553
D019553	Tooth, Nonvital	C07.793.237.910
D019557	Dermatitis, Perioral	C17.800.174.550|C17.800.271.250
D019559	Capillary Leak Syndrome	C14.907.218
D019567	Back Injuries	C26.117
D019568	Lung, Hyperlucent	C08.381.570
D019569	Hemifacial Spasm	C07.465.364|C10.597.613.750.400|C23.888.592.608.750.400
D019571	Arrhythmogenic Right Ventricular Dysplasia	C14.240.400.145|C14.280.238.028|C14.280.400.145|C16.131.240.400.145
D019572	Retinal Neoplasms	C04.588.364.818|C11.319.475|C11.768.717
D019574	Optic Nerve Neoplasms	C04.588.614.300.600|C04.588.614.596.240.240|C10.292.225.800|C10.292.700.500|C10.551.360.500|C10.551.775.250.500|C11.640.544
D019575	Blindness, Cortical	C10.597.751.941.162.250|C11.966.075.250|C23.888.592.763.941.162.250
D019578	Multiple System Atrophy	C10.177.575.550|C10.228.140.079.612|C10.228.662.550|C10.574.928.625
D019584	Hot Flashes	C23.888.475
D019585	Intracranial Hypotension	C10.228.140.638
D019586	Intracranial Hypertension	C10.228.140.631
D019588	Aging, Premature	C23.888.069
D019591	Pseudophakia	C23.888.681
D019595	Severe Dengue	C01.920.852.157.200|C01.925.081.270.200|C01.925.782.350.250.214.200|C01.925.782.417.214.200
D019636	Neurodegenerative Diseases	C10.574
D019687	Uterine Inversion	C12.050.351.500.852.726|C12.050.703.420.814|C12.100.250.852.726
D019693	Hepatitis, Autoimmune	C06.552.380.350.300|C20.111.567
D019694	Hepatitis B, Chronic	C01.221.250.500.100|C01.925.256.430.400.100|C01.925.440.435.100|C06.552.380.350.100|C06.552.380.705.437.100|C23.550.291.500.477.500
D019698	Hepatitis C, Chronic	C01.221.250.750.120|C01.925.440.440.120|C01.925.782.350.350.120|C06.552.380.350.120|C06.552.380.705.440.120|C23.550.291.500.477.750
D019701	Hepatitis D, Chronic	C01.925.440.450.100|C01.925.782.450.100|C06.552.380.350.220|C06.552.380.705.450.100|C23.550.291.500.477.875
D019767	Maxillofacial Abnormalities	C05.660.207.540|C07.650.500|C16.131.621.207.540|C16.131.850.500
D019773	Epiretinal Membrane	C11.768.328
D019838	Neck Injuries	C26.700
D019846	Miller Fisher Syndrome	C10.114.750.100.500|C10.228.140.252.500|C10.292.562.350|C10.314.750.450.500|C10.668.829.800.750.300.500|C11.590.312|C20.111.258.750.400.500
D019851	Thrombophilia	C15.378.925
D019867	Anti-Glomerular Basement Membrane Disease	C08.381.483.156|C12.050.351.968.419.570.363.304|C12.200.777.419.570.363.304|C12.950.419.570.363.304|C20.111.190
D019871	Dyskeratosis Congenita	C15.378.190.223.500.750|C16.131.831.150|C16.320.322.108|C16.320.850.235|C17.800.804.150|C17.800.827.235
D019873	Schnitzler Syndrome	C20.683.780.640.700
D019896	alpha 1-Antitrypsin Deficiency	C06.552.074|C08.381.112|C16.320.060|C23.550.325.500.500
D019954	Neurobehavioral Manifestations	C10.597.606|C23.888.592.604|F01.700
D019966	Substance-Related Disorders	C25.775|F03.900
D019969	Amphetamine-Related Disorders	C25.775.225|F03.900.225
D019970	Cocaine-Related Disorders	C25.775.300|F03.900.300
D019973	Alcohol-Related Disorders	C25.775.100|F03.900.100
D020016	Activated Protein C Resistance	C15.378.100.100.037|C15.378.100.141.036|C15.378.925.050|C16.320.099.037
D020019	Neurocysticercosis	C01.207.205.250.550|C01.610.105.250.550|C01.610.335.190.902.185.550|C10.228.228.205.250.550
D020022	Genetic Predisposition to Disease	C23.550.291.687.500|G05.380.355
D020031	Epstein-Barr Virus Infections	C01.925.256.466.313|C01.925.928.313
D020042	Histiocytic Necrotizing Lymphadenitis	C15.604.315.300
D020047	Rectocele	C06.405.469.860.810|C23.300.707.984
D020065	Hepatopulmonary Syndrome	C06.552.455|C08.381.385
D020069	Shoulder Pain	C05.550.091.700|C23.888.592.612.094.700|F02.830.816.444.350.500|G11.561.790.444.350.500
D020078	Neurogenic Inflammation	C10.597.609|C23.550.470.448
D020083	Acquired Hyperostosis Syndrome	C05.116.099.708.025
D020096	Zygomycosis	C01.150.703.980
D020132	Anticipation, Genetic	C23.550.291.687.500.500|G05.420.040
D020138	Hyperhomocysteinemia	C16.320.565.100.480|C18.452.603.378|C18.452.648.100.480|C18.654.521.500.133.699.418
D020139	Gastroschisis	C05.660.417|C16.131.621.417|C23.300.707.374.500
D020140	Lysosomal Storage Diseases, Nervous System	C10.228.140.163.100.435|C16.320.565.189.435|C16.320.565.595.554|C18.452.132.100.435|C18.452.648.189.435|C18.452.648.595.554
D020141	Hemostatic Disorders	C14.907.454|C15.378.463.515
D020143	Gangliosidoses, GM2	C10.228.140.163.100.435.825.300.300|C16.320.565.189.435.825.300.300|C16.320.565.398.641.803.350.300|C16.320.565.595.554.825.300.300|C18.452.132.100.435.825.300.300|C18.452.584.563.641.803.350.300|C18.452.648.189.435.825.300.300|C18.452.648.398.641.803.350.300|C18.452.648.595.554.825.300.300
D020144	Basal Ganglia Cerebrovascular Disease	C10.228.140.079.127|C10.228.140.300.100|C14.907.253.061
D020145	Basal Ganglia Hemorrhage	C10.228.140.079.127.500|C10.228.140.300.100.200|C10.228.140.300.535.200.150|C14.907.253.061.200|C14.907.253.573.200.150|C23.550.414.913.100.200
D020146	Putaminal Hemorrhage	C10.228.140.079.127.500.500|C10.228.140.300.100.200.500|C10.228.140.300.535.200.150.500|C14.907.253.061.200.500|C14.907.253.573.200.150.500|C23.550.414.913.100.200.500
D020147	Coagulation Protein Disorders	C15.378.100.141
D020149	Manganese Poisoning	C10.720.475.500|C25.723.522.813
D020150	Chorea Gravidarum	C10.228.140.079.294|C10.228.662.262.249.500|C12.050.703.141
D020151	Protein C Deficiency	C15.378.100.100.690|C15.378.147.880|C15.378.925.795|C16.320.099.690
D020152	Antithrombin III Deficiency	C15.378.100.100.075|C15.378.147.150|C15.378.925.075|C16.320.099.075
D020157	Amino Acid Transport Disorders, Inborn	C16.320.565.151|C18.452.648.151
D020158	Hyperglycinemia, Nonketotic	C10.228.140.163.100.375|C16.320.565.100.477|C16.320.565.189.375|C18.452.132.100.375|C18.452.648.100.477|C18.452.648.189.375
D020159	Citrullinemia	C10.228.140.163.100.937.374|C16.320.565.100.940.374|C16.320.565.189.937.374|C18.452.132.100.937.374|C18.452.648.100.940.374|C18.452.648.189.937.374
D020162	Hyperargininemia	C10.228.140.163.100.937.500|C16.320.565.100.940.500|C16.320.565.189.937.500|C18.452.132.100.937.437|C18.452.648.100.940.437|C18.452.648.189.937.437
D020163	Ornithine Carbamoyltransferase Deficiency Disease	C10.228.140.163.100.937.750|C16.320.322.828|C16.320.565.100.940.750|C16.320.565.189.937.750|C18.452.132.100.937.500|C18.452.648.100.940.500|C18.452.648.189.937.500
D020165	Carbamoyl-Phosphate Synthase I Deficiency Disease	C10.228.140.163.100.937.249|C16.320.565.100.940.249|C16.320.565.189.937.249|C18.452.132.100.937.249|C18.452.648.100.940.249|C18.452.648.189.937.249|C18.452.660.097
D020167	Hyperlysinemias	C10.228.140.163.100.380|C16.320.565.100.544|C16.320.565.189.380|C18.452.132.100.380|C18.452.648.100.544|C18.452.648.189.380
D020176	Tyrosinemias	C10.228.140.163.100.875|C16.320.565.100.880|C16.320.565.189.875|C18.452.132.100.875|C18.452.648.100.880|C18.452.648.189.875
D020177	Idiopathic Hypersomnia	C10.886.425.800.200.400|F03.870.400.800.200.400
D020178	Sleep Disorders, Circadian Rhythm	C10.281.800|C10.886.425.200|C24.900|F03.870.400.200
D020179	Jet Lag Syndrome	C10.281.440|C10.886.425.200.500|C23.888.914.500|F03.870.400.200.500|I03.883.855.500
D020181	Sleep Apnea, Obstructive	C08.618.085.852.850|C10.886.425.800.750.850
D020182	Sleep Apnea, Central	C08.618.085.852.800|C10.886.425.800.750.800
D020183	Nocturnal Paroxysmal Dystonia	C10.886.659.627|F03.870.664.627
D020184	Night Terrors	C10.886.659.635.600|F03.870.664.635.600
D020186	Sleep Bruxism	C07.793.099.500|C10.886.659.637|F03.870.664.637
D020187	REM Sleep Behavior Disorder	C10.886.659.633.700|F03.870.664.633.700
D020188	Sleep Paralysis	C10.886.659.633.800|F03.870.664.633.800
D020189	Nocturnal Myoclonus Syndrome	C10.886.425.800.600|C10.886.659.618
D020190	Myoclonic Epilepsy, Juvenile	C10.228.140.490.375.130.670|C10.228.140.490.493.063.670
D020191	Myoclonic Epilepsies, Progressive	C10.228.140.490.375.130.650|C10.228.140.490.493.063.650
D020192	Lafora Disease	C10.228.140.490.375.130.650.500|C10.228.140.490.493.063.650.500|C10.574.500.529|C16.320.400.480
D020194	Unverricht-Lundborg Syndrome	C10.228.140.490.375.130.650.900|C10.228.140.490.493.063.650.900|C10.574.500.875|C16.320.400.940
D020195	Epilepsy, Reflex	C10.228.140.490.450
D020196	Trauma, Nervous System	C10.900|C26.915
D020197	Head Injuries, Penetrating	C10.900.300.675|C26.915.300.475|C26.986.500
D020198	Intracranial Hemorrhage, Traumatic	C10.228.140.300.535.450|C10.900.300.837|C14.907.253.573.400|C26.915.300.490
D020199	Hematoma, Subdural, Acute	C10.228.140.300.535.450.400.050|C10.900.300.837.600.050|C14.907.253.573.400.450.050|C23.550.414.838.700.100|C23.550.414.913.700.100|C26.915.300.490.450.050
D020200	Hematoma, Subdural, Chronic	C10.228.140.300.535.450.400.120|C10.900.300.837.600.120|C14.907.253.573.400.450.120|C23.550.291.500.431|C23.550.414.838.700.200|C23.550.414.913.700.200|C26.915.300.490.450.120
D020201	Brain Hemorrhage, Traumatic	C10.228.140.199.275|C10.228.140.300.535.450.200|C10.900.300.087.187|C10.900.300.837.150|C14.907.253.573.400.150|C26.915.300.200.175|C26.915.300.490.150
D020202	Cerebral Hemorrhage, Traumatic	C10.228.140.199.275.300|C10.228.140.300.535.200.200|C10.228.140.300.535.450.200.750|C10.900.300.087.187.300|C10.900.300.837.150.650|C14.907.253.573.200.200|C14.907.253.573.400.150.300|C26.915.300.200.175.300|C26.915.300.490.150.300
D020203	Brain Stem Hemorrhage, Traumatic	C10.228.140.199.275.200|C10.228.140.300.535.450.200.500|C10.900.300.087.187.200|C10.900.300.837.150.300|C14.907.253.573.400.150.200|C26.915.300.200.175.200|C26.915.300.490.150.200
D020204	Skull Fracture, Depressed	C10.900.300.918.300|C26.404.750.890|C26.915.300.745.350
D020205	Skull Fracture, Basilar	C10.900.300.918.150|C26.404.750.821|C26.915.300.745.300
D020206	Subarachnoid Hemorrhage, Traumatic	C10.228.140.300.535.450.650|C10.228.140.300.535.800.700|C10.900.300.837.800|C14.907.253.535.600|C14.907.253.573.400.700|C14.907.253.573.800.700|C26.915.300.490.700
D020207	Coma, Post-Head Injury	C10.597.606.358.800.200.200|C10.900.300.175|C26.915.300.350
D020208	Brain Injury, Chronic	C10.228.140.140.127|C10.228.140.199.500|C10.900.300.087.250|C23.550.291.500.063.500|C26.915.300.200.200
D020209	Cranial Nerve Injuries	C10.292.200|C10.900.300.218|C26.915.300.400
D020210	Central Cord Syndrome	C10.228.854.763.500|C10.900.850.625|C26.819.339
D020211	Autonomic Dysreflexia	C10.177.090|C10.900.850.250
D020212	Carotid Artery Injuries	C10.228.140.300.200.345|C10.228.140.300.350.500|C10.900.250.300|C14.907.253.123.345|C14.907.253.535.500|C26.915.200.200
D020214	Cerebrovascular Trauma	C10.228.140.300.350|C10.900.250|C14.907.253.535|C26.915.200
D020215	Carotid Artery, Internal, Dissection	C10.228.140.300.200.345.300|C10.228.140.300.350.500.300|C10.900.250.300.300|C14.907.055.448.500|C14.907.253.123.345.300|C14.907.253.535.500.300|C26.915.200.200.500
D020216	Carotid-Cavernous Sinus Fistula	C10.228.140.232.250|C10.228.140.300.200.480|C10.228.140.300.350.500.350|C10.900.250.300.400|C14.240.850.750.147.500|C14.240.850.984.750.500|C14.907.150.125.500|C14.907.253.123.357|C14.907.253.535.500.350|C14.907.933.555.500|C16.131.240.850.750.125.500|C23.300.575.950.250.500|C26.915.200.200.550
D020217	Vertebral Artery Dissection	C10.228.140.300.350.875|C10.900.250.650|C14.907.055.448.750|C14.907.253.535.800|C26.915.200.600
D020220	Facial Nerve Injuries	C07.465.299.500|C10.292.200.500|C10.292.319.500|C10.900.300.218.300|C26.915.300.400.300
D020221	Optic Nerve Injuries	C10.292.200.750|C10.292.700.475|C10.900.300.218.550|C11.640.530|C26.915.300.400.650
D020222	Abducens Nerve Injury	C10.292.150.100|C10.292.200.200|C10.900.300.218.150|C26.915.300.400.100
D020225	Sagittal Sinus Thrombosis	C10.228.140.300.525.425.500.750|C14.907.253.566.350.500.750|C14.907.355.590.213.350.500.750
D020226	Cavernous Sinus Thrombosis	C10.228.140.232.500|C10.228.140.300.525.425.500.375|C14.907.253.566.350.500.375|C14.907.355.590.213.350.500.375
D020227	Lateral Sinus Thrombosis	C10.228.140.300.525.425.500.562|C14.907.253.566.350.500.562|C14.907.355.590.213.350.500.562
D020230	Serotonin Syndrome	C25.100.875
D020232	Kluver-Bucy Syndrome	C10.228.140.380.326|F03.615.400.431
D020233	Gait Disorders, Neurologic	C10.597.404|C23.888.592.413
D020234	Gait Ataxia	C10.597.350.090.750|C10.597.404.450|C23.888.592.350.090.600|C23.888.592.413.450
